Key ID,CMIS Name,Page,Byte,Byte Length,Mask Bytes,Bank Scope,Value Type,Unit,Scale,Byte Order,Conversion Note,Access,Behavior,Requirement,Condition,Description,Reference Section,Reference Table,SONiC Cross-check,SONiC Field
NPInUseLane5.132,NPInUseLane5,0x16,132,1,0x01,Lane-banked,bool,,,,,RW,Normal,Rqd,,SCS0::NPConfigLane5 See Table 8-133,,8-134,Page not in SONiC,
Reserved.16h.133,Reserved,0x16,133,1,0xF0,Lane-banked,,,,,,RW,Normal,,,SCS0::NPConfigLane6 See Table 8-133,,8-134,Page not in SONiC,
NPIDLane6.133,NPIDLane6,0x16,133,1,0x0E,Lane-banked,bitfield3,,,,,RW,Normal,Rqd,,SCS0::NPConfigLane6 See Table 8-133,,8-134,Page not in SONiC,
NPInUseLane6.133,NPInUseLane6,0x16,133,1,0x01,Lane-banked,bool,,,,,RW,Normal,Rqd,,SCS0::NPConfigLane6 See Table 8-133,,8-134,Page not in SONiC,
Reserved.16h.134,Reserved,0x16,134,1,0xF0,Lane-banked,,,,,,RW,Normal,,,SCS0::NPConfigLane7 See Table 8-133,,8-134,Page not in SONiC,
NPIDLane7.134,NPIDLane7,0x16,134,1,0x0E,Lane-banked,bitfield3,,,,,RW,Normal,Rqd,,SCS0::NPConfigLane7 See Table 8-133,,8-134,Page not in SONiC,
NPInUseLane7.134,NPInUseLane7,0x16,134,1,0x01,Lane-banked,bool,,,,,RW,Normal,Rqd,,SCS0::NPConfigLane7 See Table 8-133,,8-134,Page not in SONiC,
Reserved.16h.135,Reserved,0x16,135,1,0xF0,Lane-banked,,,,,,RW,Normal,,,SCS0::NPConfigLane8 See Table 8-133,,8-134,Page not in SONiC,
NPIDLane8.135,NPIDLane8,0x16,135,1,0x0E,Lane-banked,bitfield3,,,,,RW,Normal,Rqd,,SCS0::NPConfigLane8 See Table 8-133,,8-134,Page not in SONiC,
NPInUseLane8.135,NPInUseLane8,0x16,135,1,0x01,Lane-banked,bool,,,,,RW,Normal,Rqd,,SCS0::NPConfigLane8 See Table 8-133,,8-134,Page not in SONiC,
Reserved.16h.136,Reserved,0x16,136,1,0xF0,Lane-banked,,,,,,RW,Normal,,,SCS1::NPConfigLane1 See Table 8-133,,8-135,Page not in SONiC,
NPIDLane1.136,NPIDLane1,0x16,136,1,0x0E,Lane-banked,bitfield3,,,,,RW,Normal,Rqd,,SCS1::NPConfigLane1 See Table 8-133,,8-135,Page not in SONiC,
NPInUseLane1.136,NPInUseLane1,0x16,136,1,0x01,Lane-banked,bool,,,,,RW,Normal,Rqd,,SCS1::NPConfigLane1 See Table 8-133,,8-135,Page not in SONiC,
Reserved.16h.137,Reserved,0x16,137,1,0xF0,Lane-banked,,,,,,RW,Normal,,,SCS1::NPConfigLane2 See Table 8-133,,8-135,Page not in SONiC,
NPIDLane2.137,NPIDLane2,0x16,137,1,0x0E,Lane-banked,bitfield3,,,,,RW,Normal,Rqd,,SCS1::NPConfigLane2 See Table 8-133,,8-135,Page not in SONiC,
NPInUseLane2.137,NPInUseLane2,0x16,137,1,0x01,Lane-banked,bool,,,,,RW,Normal,Rqd,,SCS1::NPConfigLane2 See Table 8-133,,8-135,Page not in SONiC,
Reserved.16h.138,Reserved,0x16,138,1,0xF0,Lane-banked,,,,,,RW,Normal,,,SCS1::NPConfigLane3 See Table 8-133,,8-135,Page not in SONiC,
NPIDLane3.138,NPIDLane3,0x16,138,1,0x0E,Lane-banked,bitfield3,,,,,RW,Normal,Rqd,,SCS1::NPConfigLane3 See Table 8-133,,8-135,Page not in SONiC,
NPInUseLane3.138,NPInUseLane3,0x16,138,1,0x01,Lane-banked,bool,,,,,RW,Normal,Rqd,,SCS1::NPConfigLane3 See Table 8-133,,8-135,Page not in SONiC,
Reserved.16h.139,Reserved,0x16,139,1,0xF0,Lane-banked,,,,,,RW,Normal,,,SCS1::NPConfigLane4 See Table 8-133,,8-135,Page not in SONiC,
NPIDLane4.139,NPIDLane4,0x16,139,1,0x0E,Lane-banked,bitfield3,,,,,RW,Normal,Rqd,,SCS1::NPConfigLane4 See Table 8-133,,8-135,Page not in SONiC,
NPInUseLane4.139,NPInUseLane4,0x16,139,1,0x01,Lane-banked,bool,,,,,RW,Normal,Rqd,,SCS1::NPConfigLane4 See Table 8-133,,8-135,Page not in SONiC,
Reserved.16h.140,Reserved,0x16,140,1,0xF0,Lane-banked,,,,,,RW,Normal,,,SCS1::NPConfigLane5 See Table 8-133,,8-135,Page not in SONiC,
NPIDLane5.140,NPIDLane5,0x16,140,1,0x0E,Lane-banked,bitfield3,,,,,RW,Normal,Rqd,,SCS1::NPConfigLane5 See Table 8-133,,8-135,Page not in SONiC,
NPInUseLane5.140,NPInUseLane5,0x16,140,1,0x01,Lane-banked,bool,,,,,RW,Normal,Rqd,,SCS1::NPConfigLane5 See Table 8-133,,8-135,Page not in SONiC,
Reserved.16h.141,Reserved,0x16,141,1,0xF0,Lane-banked,,,,,,RW,Normal,,,SCS1::NPConfigLane6 See Table 8-133,,8-135,Page not in SONiC,
NPIDLane6.141,NPIDLane6,0x16,141,1,0x0E,Lane-banked,bitfield3,,,,,RW,Normal,Rqd,,SCS1::NPConfigLane6 See Table 8-133,,8-135,Page not in SONiC,
NPInUseLane6.141,NPInUseLane6,0x16,141,1,0x01,Lane-banked,bool,,,,,RW,Normal,Rqd,,SCS1::NPConfigLane6 See Table 8-133,,8-135,Page not in SONiC,
Reserved.16h.142,Reserved,0x16,142,1,0xF0,Lane-banked,,,,,,RW,Normal,,,SCS1::NPConfigLane7 See Table 8-133,,8-135,Page not in SONiC,
NPIDLane7.142,NPIDLane7,0x16,142,1,0x0E,Lane-banked,bitfield3,,,,,RW,Normal,Rqd,,SCS1::NPConfigLane7 See Table 8-133,,8-135,Page not in SONiC,
NPInUseLane7.142,NPInUseLane7,0x16,142,1,0x01,Lane-banked,bool,,,,,RW,Normal,Rqd,,SCS1::NPConfigLane7 See Table 8-133,,8-135,Page not in SONiC,
Reserved.16h.143,Reserved,0x16,143,1,0xF0,Lane-banked,,,,,,RW,Normal,,,SCS1::NPConfigLane8 See Table 8-133,,8-135,Page not in SONiC,
NPIDLane8.143,NPIDLane8,0x16,143,1,0x0E,Lane-banked,bitfield3,,,,,RW,Normal,Rqd,,SCS1::NPConfigLane8 See Table 8-133,,8-135,Page not in SONiC,
NPInUseLane8.143,NPInUseLane8,0x16,143,1,0x01,Lane-banked,bool,,,,,RW,Normal,Rqd,,SCS1::NPConfigLane8 See Table 8-133,,8-135,Page not in SONiC,
NPDeinitLane8,NPDeinitLane8,0x16,160,1,0x80,Lane-banked,bool,,,,,RW,Normal,Rqd,,"NPDeinitLane<i> Initialization control for the Network Path fed by host lane <i> 0b: Initialize the Network Path associated with host lane <i> 1b: Deinitialize the Network Path associated with host lane <i> All host lanes feeding one Network Path must have the same NPDeinitLane<i> value set Note: These bits represent static requests, not trigger events",,8-136,Page not in SONiC,
NPDeinitLane7,NPDeinitLane7,0x16,160,1,0x40,Lane-banked,bool,,,,,RW,Normal,Rqd,,"NPDeinitLane<i> Initialization control for the Network Path fed by host lane <i> 0b: Initialize the Network Path associated with host lane <i> 1b: Deinitialize the Network Path associated with host lane <i> All host lanes feeding one Network Path must have the same NPDeinitLane<i> value set Note: These bits represent static requests, not trigger events",,8-136,Page not in SONiC,
NPDeinitLane6,NPDeinitLane6,0x16,160,1,0x20,Lane-banked,bool,,,,,RW,Normal,Rqd,,"NPDeinitLane<i> Initialization control for the Network Path fed by host lane <i> 0b: Initialize the Network Path associated with host lane <i> 1b: Deinitialize the Network Path associated with host lane <i> All host lanes feeding one Network Path must have the same NPDeinitLane<i> value set Note: These bits represent static requests, not trigger events",,8-136,Page not in SONiC,
NPDeinitLane5,NPDeinitLane5,0x16,160,1,0x10,Lane-banked,bool,,,,,RW,Normal,Rqd,,"NPDeinitLane<i> Initialization control for the Network Path fed by host lane <i> 0b: Initialize the Network Path associated with host lane <i> 1b: Deinitialize the Network Path associated with host lane <i> All host lanes feeding one Network Path must have the same NPDeinitLane<i> value set Note: These bits represent static requests, not trigger events",,8-136,Page not in SONiC,
NPDeinitLane4,NPDeinitLane4,0x16,160,1,0x08,Lane-banked,bool,,,,,RW,Normal,Rqd,,"NPDeinitLane<i> Initialization control for the Network Path fed by host lane <i> 0b: Initialize the Network Path associated with host lane <i> 1b: Deinitialize the Network Path associated with host lane <i> All host lanes feeding one Network Path must have the same NPDeinitLane<i> value set Note: These bits represent static requests, not trigger events",,8-136,Page not in SONiC,
NPDeinitLane3,NPDeinitLane3,0x16,160,1,0x04,Lane-banked,bool,,,,,RW,Normal,Rqd,,"NPDeinitLane<i> Initialization control for the Network Path fed by host lane <i> 0b: Initialize the Network Path associated with host lane <i> 1b: Deinitialize the Network Path associated with host lane <i> All host lanes feeding one Network Path must have the same NPDeinitLane<i> value set Note: These bits represent static requests, not trigger events",,8-136,Page not in SONiC,
NPDeinitLane2,NPDeinitLane2,0x16,160,1,0x02,Lane-banked,bool,,,,,RW,Normal,Rqd,,"NPDeinitLane<i> Initialization control for the Network Path fed by host lane <i> 0b: Initialize the Network Path associated with host lane <i> 1b: Deinitialize the Network Path associated with host lane <i> All host lanes feeding one Network Path must have the same NPDeinitLane<i> value set Note: These bits represent static requests, not trigger events",,8-136,Page not in SONiC,
NPDeinitLane1,NPDeinitLane1,0x16,160,1,0x01,Lane-banked,bool,,,,,RW,Normal,Rqd,,"NPDeinitLane<i> Initialization control for the Network Path fed by host lane <i> 0b: Initialize the Network Path associated with host lane <i> 1b: Deinitialize the Network Path associated with host lane <i> All host lanes feeding one Network Path must have the same NPDeinitLane<i> value set Note: These bits represent static requests, not trigger events",,8-136,Page not in SONiC,
HPSourceRx8,HPSourceRx8,0x16,162,1,0x80,Lane-banked,bool,,,,,RW,Normal,,,HPSourceRx<i> Controls the signal source feeding host lane <i> in Rx direction 0b: Signal received from Network Path 1b: Internally generated client replacement signal All host lanes belonging to the same HP must have the same HPSourceRx<i> value set Advertisement: 16h:226.0,,8-137,Page not in SONiC,
HPSourceRx7,HPSourceRx7,0x16,162,1,0x40,Lane-banked,bool,,,,,RW,Normal,,,HPSourceRx<i> Controls the signal source feeding host lane <i> in Rx direction 0b: Signal received from Network Path 1b: Internally generated client replacement signal All host lanes belonging to the same HP must have the same HPSourceRx<i> value set Advertisement: 16h:226.0,,8-137,Page not in SONiC,
HPSourceRx6,HPSourceRx6,0x16,162,1,0x20,Lane-banked,bool,,,,,RW,Normal,,,HPSourceRx<i> Controls the signal source feeding host lane <i> in Rx direction 0b: Signal received from Network Path 1b: Internally generated client replacement signal All host lanes belonging to the same HP must have the same HPSourceRx<i> value set Advertisement: 16h:226.0,,8-137,Page not in SONiC,
HPSourceRx5,HPSourceRx5,0x16,162,1,0x10,Lane-banked,bool,,,,,RW,Normal,,,HPSourceRx<i> Controls the signal source feeding host lane <i> in Rx direction 0b: Signal received from Network Path 1b: Internally generated client replacement signal All host lanes belonging to the same HP must have the same HPSourceRx<i> value set Advertisement: 16h:226.0,,8-137,Page not in SONiC,
HPSourceRx4,HPSourceRx4,0x16,162,1,0x08,Lane-banked,bool,,,,,RW,Normal,,,HPSourceRx<i> Controls the signal source feeding host lane <i> in Rx direction 0b: Signal received from Network Path 1b: Internally generated client replacement signal All host lanes belonging to the same HP must have the same HPSourceRx<i> value set Advertisement: 16h:226.0,,8-137,Page not in SONiC,
HPSourceRx3,HPSourceRx3,0x16,162,1,0x04,Lane-banked,bool,,,,,RW,Normal,,,HPSourceRx<i> Controls the signal source feeding host lane <i> in Rx direction 0b: Signal received from Network Path 1b: Internally generated client replacement signal All host lanes belonging to the same HP must have the same HPSourceRx<i> value set Advertisement: 16h:226.0,,8-137,Page not in SONiC,
HPSourceRx2,HPSourceRx2,0x16,162,1,0x02,Lane-banked,bool,,,,,RW,Normal,,,HPSourceRx<i> Controls the signal source feeding host lane <i> in Rx direction 0b: Signal received from Network Path 1b: Internally generated client replacement signal All host lanes belonging to the same HP must have the same HPSourceRx<i> value set Advertisement: 16h:226.0,,8-137,Page not in SONiC,
HPSourceRx1,HPSourceRx1,0x16,162,1,0x01,Lane-banked,bool,,,,,RW,Normal,,,HPSourceRx<i> Controls the signal source feeding host lane <i> in Rx direction 0b: Signal received from Network Path 1b: Internally generated client replacement signal All host lanes belonging to the same HP must have the same HPSourceRx<i> value set Advertisement: 16h:226.0,,8-137,Page not in SONiC,
NPSourceTx8,NPSourceTx8,0x16,163,1,0x80,Lane-banked,bool,,,,,RW,Normal,,,NPSourceTx<i> Controls the signal source feeding the Network Path input related to the HP containing host lane <i> 0b: Signal received from Host Path 1b: Internally generated client replacement signal All host lanes belonging to the same HP must have the same NPSourceTx<i> value set Advertisement: 16h:226.1,,8-137,Page not in SONiC,
NPSourceTx7,NPSourceTx7,0x16,163,1,0x40,Lane-banked,bool,,,,,RW,Normal,,,NPSourceTx<i> Controls the signal source feeding the Network Path input related to the HP containing host lane <i> 0b: Signal received from Host Path 1b: Internally generated client replacement signal All host lanes belonging to the same HP must have the same NPSourceTx<i> value set Advertisement: 16h:226.1,,8-137,Page not in SONiC,
NPSourceTx6,NPSourceTx6,0x16,163,1,0x20,Lane-banked,bool,,,,,RW,Normal,,,NPSourceTx<i> Controls the signal source feeding the Network Path input related to the HP containing host lane <i> 0b: Signal received from Host Path 1b: Internally generated client replacement signal All host lanes belonging to the same HP must have the same NPSourceTx<i> value set Advertisement: 16h:226.1,,8-137,Page not in SONiC,
NPSourceTx5,NPSourceTx5,0x16,163,1,0x10,Lane-banked,bool,,,,,RW,Normal,,,NPSourceTx<i> Controls the signal source feeding the Network Path input related to the HP containing host lane <i> 0b: Signal received from Host Path 1b: Internally generated client replacement signal All host lanes belonging to the same HP must have the same NPSourceTx<i> value set Advertisement: 16h:226.1,,8-137,Page not in SONiC,
NPSourceTx4,NPSourceTx4,0x16,163,1,0x08,Lane-banked,bool,,,,,RW,Normal,,,NPSourceTx<i> Controls the signal source feeding the Network Path input related to the HP containing host lane <i> 0b: Signal received from Host Path 1b: Internally generated client replacement signal All host lanes belonging to the same HP must have the same NPSourceTx<i> value set Advertisement: 16h:226.1,,8-137,Page not in SONiC,
NPSourceTx3,NPSourceTx3,0x16,163,1,0x04,Lane-banked,bool,,,,,RW,Normal,,,NPSourceTx<i> Controls the signal source feeding the Network Path input related to the HP containing host lane <i> 0b: Signal received from Host Path 1b: Internally generated client replacement signal All host lanes belonging to the same HP must have the same NPSourceTx<i> value set Advertisement: 16h:226.1,,8-137,Page not in SONiC,
NPSourceTx2,NPSourceTx2,0x16,163,1,0x02,Lane-banked,bool,,,,,RW,Normal,,,NPSourceTx<i> Controls the signal source feeding the Network Path input related to the HP containing host lane <i> 0b: Signal received from Host Path 1b: Internally generated client replacement signal All host lanes belonging to the same HP must have the same NPSourceTx<i> value set Advertisement: 16h:226.1,,8-137,Page not in SONiC,
NPSourceTx1,NPSourceTx1,0x16,163,1,0x01,Lane-banked,bool,,,,,RW,Normal,,,NPSourceTx<i> Controls the signal source feeding the Network Path input related to the HP containing host lane <i> 0b: Signal received from Host Path 1b: Internally generated client replacement signal All host lanes belonging to the same HP must have the same NPSourceTx<i> value set Advertisement: 16h:226.1,,8-137,Page not in SONiC,
ApplyNPInitLane8.176,ApplyNPInitLane8,0x16,176,1,0x80,Lane-banked,bool,,,,,WO,Normal,Rqd,,"SCS0::ApplyNPInitLane<i> 0b: No action for host lane <i> 1b: Trigger the Provision procedure using the NP Staged Control Set 0 settings for host lane <i>, with feedback provided in the associated NPConfigStatusLane<i> field Restriction: This byte must be written in a single-byte WRITE",,8-138,Page not in SONiC,
ApplyNPInitLane7.176,ApplyNPInitLane7,0x16,176,1,0x40,Lane-banked,bool,,,,,WO,Normal,Rqd,,"SCS0::ApplyNPInitLane<i> 0b: No action for host lane <i> 1b: Trigger the Provision procedure using the NP Staged Control Set 0 settings for host lane <i>, with feedback provided in the associated NPConfigStatusLane<i> field Restriction: This byte must be written in a single-byte WRITE",,8-138,Page not in SONiC,
ApplyNPInitLane6.176,ApplyNPInitLane6,0x16,176,1,0x20,Lane-banked,bool,,,,,WO,Normal,Rqd,,"SCS0::ApplyNPInitLane<i> 0b: No action for host lane <i> 1b: Trigger the Provision procedure using the NP Staged Control Set 0 settings for host lane <i>, with feedback provided in the associated NPConfigStatusLane<i> field Restriction: This byte must be written in a single-byte WRITE",,8-138,Page not in SONiC,
ApplyNPInitLane5.176,ApplyNPInitLane5,0x16,176,1,0x10,Lane-banked,bool,,,,,WO,Normal,Rqd,,"SCS0::ApplyNPInitLane<i> 0b: No action for host lane <i> 1b: Trigger the Provision procedure using the NP Staged Control Set 0 settings for host lane <i>, with feedback provided in the associated NPConfigStatusLane<i> field Restriction: This byte must be written in a single-byte WRITE",,8-138,Page not in SONiC,
ApplyNPInitLane4.176,ApplyNPInitLane4,0x16,176,1,0x08,Lane-banked,bool,,,,,WO,Normal,Rqd,,"SCS0::ApplyNPInitLane<i> 0b: No action for host lane <i> 1b: Trigger the Provision procedure using the NP Staged Control Set 0 settings for host lane <i>, with feedback provided in the associated NPConfigStatusLane<i> field Restriction: This byte must be written in a single-byte WRITE",,8-138,Page not in SONiC,
ApplyNPInitLane3.176,ApplyNPInitLane3,0x16,176,1,0x04,Lane-banked,bool,,,,,WO,Normal,Rqd,,"SCS0::ApplyNPInitLane<i> 0b: No action for host lane <i> 1b: Trigger the Provision procedure using the NP Staged Control Set 0 settings for host lane <i>, with feedback provided in the associated NPConfigStatusLane<i> field Restriction: This byte must be written in a single-byte WRITE",,8-138,Page not in SONiC,
ApplyNPInitLane2.176,ApplyNPInitLane2,0x16,176,1,0x02,Lane-banked,bool,,,,,WO,Normal,Rqd,,"SCS0::ApplyNPInitLane<i> 0b: No action for host lane <i> 1b: Trigger the Provision procedure using the NP Staged Control Set 0 settings for host lane <i>, with feedback provided in the associated NPConfigStatusLane<i> field Restriction: This byte must be written in a single-byte WRITE",,8-138,Page not in SONiC,
ApplyNPInitLane1.176,ApplyNPInitLane1,0x16,176,1,0x01,Lane-banked,bool,,,,,WO,Normal,Rqd,,"SCS0::ApplyNPInitLane<i> 0b: No action for host lane <i> 1b: Trigger the Provision procedure using the NP Staged Control Set 0 settings for host lane <i>, with feedback provided in the associated NPConfigStatusLane<i> field Restriction: This byte must be written in a single-byte WRITE",,8-138,Page not in SONiC,
ApplyNPInitLane8.177,ApplyNPInitLane8,0x16,177,1,0x80,Lane-banked,bool,,,,,WO,Normal,Rqd,,"SCS1::ApplyNPInitLane<i> 0b: No action for host lane <i> 1b: Trigger the Provision procedure using the NP Staged Control Set 1 settings for host lane <i>, with feedback provided in the associated NPConfigStatusLane<i> field Restriction: This byte must be written in a single-byte WRITE",,8-139,Page not in SONiC,
ApplyNPInitLane7.177,ApplyNPInitLane7,0x16,177,1,0x40,Lane-banked,bool,,,,,WO,Normal,Rqd,,"SCS1::ApplyNPInitLane<i> 0b: No action for host lane <i> 1b: Trigger the Provision procedure using the NP Staged Control Set 1 settings for host lane <i>, with feedback provided in the associated NPConfigStatusLane<i> field Restriction: This byte must be written in a single-byte WRITE",,8-139,Page not in SONiC,
ApplyNPInitLane6.177,ApplyNPInitLane6,0x16,177,1,0x20,Lane-banked,bool,,,,,WO,Normal,Rqd,,"SCS1::ApplyNPInitLane<i> 0b: No action for host lane <i> 1b: Trigger the Provision procedure using the NP Staged Control Set 1 settings for host lane <i>, with feedback provided in the associated NPConfigStatusLane<i> field Restriction: This byte must be written in a single-byte WRITE",,8-139,Page not in SONiC,
ApplyNPInitLane5.177,ApplyNPInitLane5,0x16,177,1,0x10,Lane-banked,bool,,,,,WO,Normal,Rqd,,"SCS1::ApplyNPInitLane<i> 0b: No action for host lane <i> 1b: Trigger the Provision procedure using the NP Staged Control Set 1 settings for host lane <i>, with feedback provided in the associated NPConfigStatusLane<i> field Restriction: This byte must be written in a single-byte WRITE",,8-139,Page not in SONiC,
ApplyNPInitLane4.177,ApplyNPInitLane4,0x16,177,1,0x08,Lane-banked,bool,,,,,WO,Normal,Rqd,,"SCS1::ApplyNPInitLane<i> 0b: No action for host lane <i> 1b: Trigger the Provision procedure using the NP Staged Control Set 1 settings for host lane <i>, with feedback provided in the associated NPConfigStatusLane<i> field Restriction: This byte must be written in a single-byte WRITE",,8-139,Page not in SONiC,
ApplyNPInitLane3.177,ApplyNPInitLane3,0x16,177,1,0x04,Lane-banked,bool,,,,,WO,Normal,Rqd,,"SCS1::ApplyNPInitLane<i> 0b: No action for host lane <i> 1b: Trigger the Provision procedure using the NP Staged Control Set 1 settings for host lane <i>, with feedback provided in the associated NPConfigStatusLane<i> field Restriction: This byte must be written in a single-byte WRITE",,8-139,Page not in SONiC,
ApplyNPInitLane2.177,ApplyNPInitLane2,0x16,177,1,0x02,Lane-banked,bool,,,,,WO,Normal,Rqd,,"SCS1::ApplyNPInitLane<i> 0b: No action for host lane <i> 1b: Trigger the Provision procedure using the NP Staged Control Set 1 settings for host lane <i>, with feedback provided in the associated NPConfigStatusLane<i> field Restriction: This byte must be written in a single-byte WRITE",,8-139,Page not in SONiC,
